customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4298-OYIFC,Male,Not SC,Has A Partner,No Dependents,15,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,103.45,1539.8,Not Churned
5566-SOEZD,Male,Not SC,Has A Partner,Has Dependents,27,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),80.65,2209.75,Not Churned
9842-EFSYY,Female,Not SC,No Partner,Has Dependents,4,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,57.2,223.75,Not Churned
2272-WUSPA,Female,Not SC,Has A Partner,No Dependents,72,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,110.75,7751.7,Not Churned
4584-LBNMK,Male,SC,Has A Partner,No Dependents,45,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Credit card (automatic),24.7,1174.35,Not Churned
3898-GUYTS,Female,SC,No Partner,No Dependents,45,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,97.05,4385.05,Not Churned
0930-EHUZA,Female,Not SC,No Partner,No Dependents,36,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Mailed check,76.35,2606.35,Not Churned
6413-XKKPU,Male,Not SC,Has A Partner,Has Dependents,17,Provided Phone Service,Single Line,Fiber optic,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,89.4,1539.45,Churned
9975-SKRNR,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,18.9,18.9,Not Churned
3703-KBKZP,Male,SC,No Partner,No Dependents,16,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),74.45,1261.35,Not Churned
1449-XQEMT,Male,Not SC,No Partner,No Dependents,3,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,19.8,58.15,Churned
2626-URJFX,Male,Not SC,Has A Partner,Has Dependents,4,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,50.9,225.6,Churned
4973-MGTON,Female,Not SC,Has A Partner,No Dependents,71,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),84.4,5969.3,Not Churned
3682-YEUWS,Male,Not SC,Has A Partner,Has Dependents,10,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,24.4,253.9,Not Churned
1223-UNPKS,Male,Not SC,Has A Partner,Has Dependents,20,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,20.05,400,Not Churned
2612-RRIDN,Male,Not SC,No Partner,No Dependents,4,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,81,340.85,Churned
4735-ASGMA,Male,Not SC,No Partner,No Dependents,26,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,98.35,2515.3,Churned
3446-QDSZF,Female,Not SC,No Partner,No Dependents,4,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Credit card (automatic),55.5,227.35,Not Churned
3669-LVWZB,Male,Not SC,No Partner,No Dependents,5,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,51,305.95,Churned
6892-EZDTG,Female,Not SC,Has A Partner,No Dependents,4,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,91.65,365.4,Churned
5117-IFGPS,Male,SC,Has A Partner,No Dependents,29,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,84.3,2357.75,Not Churned
7379-FNIUJ,Male,Not SC,No Partner,No Dependents,2,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,100.2,198.5,Not Churned
1627-AFWVJ,Female,Not SC,No Partner,No Dependents,29,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,19.4,554.25,Not Churned
9725-SCPZG,Male,Not SC,No Partner,Has Dependents,1,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,90.85,90.85,Churned
5884-GCYMI,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,69.4,69.4,Churned
3217-FZDMN,Female,SC,No Partner,No Dependents,8,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),94.45,742.95,Churned
4486-EFAEB,Male,Not SC,No Partner,No Dependents,13,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Electronic check,20.4,251.65,Not Churned
0060-FUALY,Female,Not SC,Has A Partner,No Dependents,59,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,94.75,5597.65,Not Churned
7853-GVUDZ,Female,Not SC,Has A Partner,Has Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Credit card (automatic),20.15,20.15,Churned
7480-QNVZJ,Male,SC,No Partner,No Dependents,50,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,95.7,4816.7,Churned
6954-OOYZZ,Male,Not SC,Has A Partner,No Dependents,18,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),44.35,768.05,Not Churned
7088-FBAWU,Female,Not SC,Has A Partner,Has Dependents,17,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,74.55,1215.8,Not Churned
8313-AFGBW,Male,Not SC,Has A Partner,No Dependents,47,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Electronic check,73.6,3522.65,Not Churned
3943-KDREE,Female,Not SC,No Partner,No Dependents,26,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),74.95,1834.95,Churned
9239-ZBZZV,Female,Not SC,No Partner,No Dependents,6,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,47.95,305.1,Churned
3097-IDVPU,Male,Not SC,Has A Partner,Has Dependents,19,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Credit card (automatic),50.1,910.45,Not Churned
4398-HSCJH,Female,Not SC,No Partner,No Dependents,3,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,63.6,155.65,Churned
2197-OMWGI,Female,SC,Has A Partner,Has Dependents,68,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,53,3656.25,Not Churned
2303-PJYHN,Female,Not SC,Has A Partner,No Dependents,2,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Bank transfer (automatic),19.85,52,Not Churned
9795-VOWON,Male,Not SC,No Partner,No Dependents,7,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),24.35,150.85,Not Churned
1237-WIYYZ,Female,Not SC,No Partner,No Dependents,18,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,19.55,389.25,Not Churned
1987-AUELQ,Female,Not SC,Has A Partner,No Dependents,71,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Credit card (automatic),25.05,1873.7,Not Churned
7852-LECYP,Male,SC,Has A Partner,No Dependents,13,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Credit card (automatic),93.8,1261,Not Churned
4430-UZIPO,Male,Not SC,No Partner,No Dependents,3,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,36.85,108.7,Churned
4822-LPTYJ,Male,Not SC,Has A Partner,No Dependents,72,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),103.75,7346.2,Not Churned
8165-CBKXO,Male,Not SC,Has A Partner,Has Dependents,66,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),56.75,3708.4,Not Churned
6527-PZFPV,Male,Not SC,Has A Partner,Has Dependents,24,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Has Paperless Billing,Credit card (automatic),20.8,469.65,Not Churned
4855-SNKMY,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,44.1,44.1,Churned
9593-CVZKR,Female,Not SC,Has A Partner,Has Dependents,56,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Mailed check,24.45,1385.85,Not Churned
8595-SIZNC,Female,SC,Has A Partner,No Dependents,22,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Bank transfer (automatic),25.6,548.8,Not Churned
8008-HAWED,Male,Not SC,No Partner,No Dependents,14,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,50.75,712.75,Churned
7124-UGSUR,Female,SC,Has A Partner,No Dependents,61,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),104.4,6405,Churned
1862-SKORY,Female,SC,Has A Partner,No Dependents,40,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,39.3,1637.4,Churned
5236-XMZJY,Female,Not SC,No Partner,No Dependents,42,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Bank transfer (automatic),59.65,2536.55,Not Churned
4827-DPADN,Female,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),83.3,6042.7,Not Churned
2694-CIUMO,Female,Not SC,No Partner,No Dependents,12,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),79.55,958.25,Not Churned
5846-ABOBJ,Male,Not SC,Has A Partner,No Dependents,71,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Bank transfer (automatic),24.45,1730.65,Not Churned
1439-LCGVL,Female,Not SC,Has A Partner,No Dependents,26,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,19.2,459.6,Not Churned
0909-SDHNU,Female,Not SC,No Partner,Has Dependents,7,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,29.8,201.95,Not Churned
4647-XXZAM,Female,Not SC,Has A Partner,Has Dependents,6,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,45.5,285.2,Not Churned
1502-XFCVR,Female,Not SC,No Partner,No Dependents,58,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Electronic check,106.45,6145.85,Churned
7740-KKCXF,Male,Not SC,Has A Partner,No Dependents,51,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),30.05,1529.45,Not Churned
5360-XGYAZ,Male,Not SC,Has A Partner,Has Dependents,72,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),65.65,4664.5,Not Churned
9692-TUSXH,Female,Not SC,No Partner,No Dependents,18,Provided Phone Service,Single Line,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,96.05,1740.7,Churned
7912-SYRQT,Female,Not SC,No Partner,No Dependents,7,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),75.1,552.95,Churned
3557-HTYWR,Female,Not SC,No Partner,No Dependents,47,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Mailed check,74.05,3496.3,Not Churned
4816-JBHOV,Male,SC,No Partner,No Dependents,2,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,44.7,93.7,Churned
8920-NAVAY,Male,SC,No Partner,No Dependents,62,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Bank transfer (automatic),110.75,7053.35,Not Churned
1699-TLDLZ,Female,Not SC,Has A Partner,Has Dependents,16,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,19.7,301.55,Not Churned
5600-PDUJF,Male,Not SC,No Partner,No Dependents,6,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),49.5,312.7,Not Churned
8292-TYSPY,Male,Not SC,No Partner,No Dependents,19,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),55,1046.5,Churned
0567-XRHCU,Female,Not SC,Has A Partner,Has Dependents,69,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),43.95,2960.1,Not Churned
1867-BDVFH,Male,Not SC,Has A Partner,Has Dependents,11,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,74.35,834.2,Churned
2067-QYTCF,Female,Not SC,Has A Partner,No Dependents,64,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,111.15,6953.4,Not Churned
2359-QWQUL,Female,Not SC,Has A Partner,No Dependents,39,Provided Phone Service,Single Line,Fiber optic,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),104.7,4134.85,Churned
9103-TCIHJ,Female,Not SC,No Partner,No Dependents,15,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,55.7,899.8,Churned
7407-SUJIZ,Male,Not SC,No Partner,No Dependents,25,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.6,541.5,Not Churned
9150-KPBJQ,Female,Not SC,No Partner,No Dependents,6,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Credit card (automatic),19.65,116.85,Not Churned
0052-DCKON,Male,Not SC,Has A Partner,No Dependents,66,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),115.8,7942.15,Not Churned
3654-ARMGP,Female,Not SC,No Partner,No Dependents,61,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Credit card (automatic),88.65,5321.25,Not Churned
9699-UBQFS,Female,SC,Has A Partner,No Dependents,43,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,94.5,4156.8,Not Churned
9367-TCUYN,Female,Not SC,No Partner,No Dependents,12,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.1,223.6,Not Churned
1261-FWTTE,Male,SC,No Partner,No Dependents,23,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),34.65,768.45,Not Churned
3528-HFRIQ,Male,SC,Has A Partner,No Dependents,71,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),52.3,3765.05,Not Churned
0708-SJDIS,Female,Not SC,No Partner,No Dependents,34,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,65,2157.5,Not Churned
4140-WJAWW,Female,Not SC,No Partner,No Dependents,5,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Credit card (automatic),19.85,108.05,Churned
2073-QBVBI,Female,Not SC,Has A Partner,No Dependents,41,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Mailed check,35.45,1391.65,Not Churned
6928-ONTRW,Female,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Credit card (automatic),19.7,1379.8,Not Churned
3320-VEOYC,Male,SC,No Partner,No Dependents,14,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,95.6,1273.3,Not Churned
5231-FIQPA,Female,Not SC,No Partner,No Dependents,41,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Mailed check,19.85,810.45,Not Churned
6617-WLBQC,Female,Not SC,Has A Partner,Has Dependents,23,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Credit card (automatic),81.85,1810.85,Not Churned
2599-CIPQE,Male,Not SC,Has A Partner,Has Dependents,71,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Credit card (automatic),109.3,7782.85,Not Churned
6653-CBBOM,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,70.3,70.3,Churned
8774-GSBUN,Male,Not SC,Has A Partner,No Dependents,72,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,25.4,1797.1,Not Churned
7326-RIGQZ,Male,Not SC,Has A Partner,Has Dependents,6,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,69.8,377.85,Not Churned
1401-FTHFQ,Male,Not SC,Has A Partner,Has Dependents,23,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Has Paperless Billing,Credit card (automatic),20,445.3,Not Churned
3247-ZVOUO,Male,SC,Has A Partner,No Dependents,10,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,85.55,851.75,Churned
0254-FNMCI,Female,Not SC,No Partner,No Dependents,72,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,109.9,7624.2,Not Churned
1848-LBZHY,Female,Not SC,Has A Partner,No Dependents,7,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),50.3,355.1,Not Churned
6101-IMRMM,Male,Not SC,No Partner,Has Dependents,6,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,94.5,575.45,Churned
8118-TJAFG,Male,Not SC,Has A Partner,Has Dependents,9,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,101.5,906.85,Not Churned
5429-LWCMV,Female,Not SC,No Partner,No Dependents,12,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,89.15,1057.55,Not Churned
7298-IZWLY,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,19.4,19.4,Not Churned
9758-MFWGD,Female,SC,Has A Partner,Has Dependents,48,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),29.9,1388.75,Not Churned
3955-JBZZM,Male,Not SC,No Partner,No Dependents,20,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,78.8,1641.3,Not Churned
